n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
6.214,11.1,3787.3,15.94,1992,200,1.89,1.62
6.214,11.1,3787.3,15.94,1992,200,1.89,1.62
3.028,17.84,7345.4,19.511,1996,120,1.46,1.62
20.546,5.8,1696,8.76,1920,130,1.11,1.62
20.546,5.8,1696,8.76,1920,130,1.11,1.62
12.72,5.8,679,9.15,1940,160,1.019,1.619
12.737,5.8,788,10.59,1940,160,1.019,1.619
18.087,4.2,328,7.95,1938,130,0.929,1.617
18.087,4.2,328,7.95,1938,130,0.929,1.617
25.186,5.2,641,3.41,1913,130,1.23,1.61
25.186,5.2,641,3.41,1913,130,1.23,1.61
72.727,3.45,2715,8.94,1964,150,0.891,1.608
72.727,3.45,2715,8.94,1964,150,0.891,1.608
12.151,5.8,2037,30.08,1935,190,1.3,1.6
12.11,5.8,2235,33.23,1935,190,1.3,1.6
5.14,15.96,13497,19.43,1989,160,1.6,1.6
22.473,5.2,1712,11.44,1931,130,1.25,1.6
22.473,5.2,1712,11.44,1930,130,1.25,1.6
29.304,3.2,308,8.44,1926,100,0.674,1.6
29.304,3.2,308,8.44,1926,100,0.674,1.6
41.213,3.4,379,4.12,2004,140,1.55,1.6
41.213,3.4,379,4.12,2004,140,1.55,1.6
11.914,6.5,1452,14.14,1935,140,0.818,1.599
11.914,6.5,1452,14.14,1935,140,0.818,1.599
24.285,4,298,4.87,1915,120,1.256,1.592
24.285,4,298,4.87,1915,120,1.256,1.592
15.364,4.62,520,11.93,1999,200,1.34,1.59
15.308,4.62,530,12.25,1999,200,1.34,1.59
10.664,5.6,563,12.42,1982,160,1.25,1.59
10.889,5.6,544,11.51,1982,160,1.25,1.59
3.264,17,6204.8,17.21,1995,200,1.24,1.59
3.264,17,6204.8,17.21,1995,200,1.24,1.59
10.57,7.9,1852,10.5,1936,130,1.37,1.59
48.476,4.25,3129,10.07,1950,140,1.166,1.588
48.476,4.25,3129,10.07,1950,140,1.166,1.588
53.899,4.5,5248,10.87,1931,160,0.956,1.582
53.899,4.5,5248,10.87,1931,160,0.956,1.582
11.702,5.2,323,7.96,1976,130,1.265,1.581
11.702,5.2,323,7.96,1976,130,1.265,1.581
16.362,5.8,981,7.99,1925,150,0.877,1.58
16.362,5.8,981,7.99,1925,150,0.877,1.58
20.357,4.8,666,7.47,1926,160,1.02,1.58
20.357,4.8,666,7.47,1926,160,1.02,1.58
4.895,22.16,10911.87,4.66,1998,120,1.32,1.58
21.731,4.5,620,7.9,1925,130,1.201,1.572
21.731,4.5,620,7.9,1925,130,1.201,1.572
7.98,9.47,3321,16,2012,160,2.46,1.57
7.98,9.47,3321,16,2012,160,2.46,1.57
4.138,18.53,13621,16.65,1986,160,1.6,1.57
14.607,9.4,9047,13.4,1952,130,1.36,1.57
14.607,9.4,9047,13.4,1952,130,1.36,1.57
11.734,5.6,753,13.72,1979,130,1.33,1.57
11.543,5.4,624,13.59,1950,140,0.79,1.563
16.683,4.54,415,8.66,1930,200,1.05,1.56
16.683,4.54,415,8.66,1930,200,1.05,1.56
85.365,2.1,919,16,1916,140,1.02,1.56
85.365,2.1,919,16,1916,140,1.02,1.56
30.236,3,250,8.33,1915,120,1.26,1.56
30.236,3,250,8.33,1915,120,1.26,1.56
111.432,3.58,19211,23.24,2002,140,1.45,1.56
11.89,6.8,1225,10,1913,70,0.9,1.556
11.89,6.8,1225,10,1913,70,0.9,1.556
6.862,12.4,10227,22.67,2002,200,1.55,1.55
4.925,15.25,11240,21.14,2002,200,1.55,1.55
26.753,3.8,525,8.68,1938,140,0.843,1.55
5.046,15.25,11240,20.14,2002,120,1.55,1.55
5.511,14.25,8386,16.52,2002,130,1.55,1.55
5.046,15.25,11240,20.14,2002,120,1.55,1.55
38.699,2.8,194,5.2,1936,130,1.095,1.547
86.017,3.05,2604,10.035,1934,160,1.248,1.542
86.017,3.05,2604,10.035,1934,160,1.248,1.542
3.848,13.9,5366,23.95,1999,140,1.09,1.54
5.32,13,4980,15.2,1975,160,1.53,1.53
4.401,11.9,2292,14.56,1993,200,1.53,1.53
77.186,2.6,651,5.9,1925,110,0.87,1.53
4.389,11.9,2071,13.23,1993,200,1.53,1.53
5.32,13,4980,15.2,1975,160,1.53,1.53
5.32,13,4980,15.2,1975,160,1.53,1.53
5.32,13,4980,15.2,1975,160,1.53,1.53
18.559,5.6,1241,9.04,1914,90,1,1.53
18.559,5.6,1241,9.04,1914,90,1,1.53
18.267,5,890,10.53,1909,160,0.925,1.53
5.32,13,4980,15.2,1975,130,1.53,1.53
25.729,5.5,1090,4.44,1963,160,0.962,1.529
25.729,5.5,1090,4.44,1963,160,0.962,1.529
26.349,5.1,2545,13.37,1957,110,0.84,1.528
26.349,5.1,2545,13.37,1957,110,0.84,1.528
119.177,2.5,1936,8.61,1908,140,0.91,1.52
119.177,2.5,1936,8.61,1908,140,0.91,1.52
3.926,18.45,10684,14.76,1972,160,1.52,1.52
3.926,18.45,10684,14.76,1972,160,1.52,1.52
6.462,11.5,4176,14.11,1995,200,1.517,1.517
24.343,4.4,595,6.61,1922,130,1.122,1.515
24.343,4.4,595,6.61,1922,130,1.122,1.515
13.891,4.6,298,8.51,1975,160,0.799,1.514
13.891,4.6,298,8.51,1975,160,0.799,1.514
18.933,4.6,508,7.81,1935,130,1.104,1.511
18.933,4.6,508,7.81,1935,130,1.104,1.511
27.161,5.5,1026,3.75,1965,120,0.69,1.51
10.696,10.5,6216,11.03,1921,140,1.3,1.51
10.696,10.5,6216,11.03,1918,140,1.3,1.51
9.736,8.32,2197,11.935,2011,160,2.55,1.51
39.859,3.6,1035,9.57,1938,130,0.99,1.507
39.859,3.6,1035,9.57,1938,130,0.99,1.507
9.797,5.7,478.57,11.6538,1970,200,0.893,1.505
9.797,5.7,478.57,11.6538,1970,200,0.893,1.505
4.066,21,29966.4,23,1935,110,1.3,1.5
19.687,5,859,8.75,1969,160,0.88,1.5
52.51,2.7,620,10.44,1963,110,1.25,1.5
52.51,2.7,620,10.44,1963,110,1.25,1.5
11.096,5.6,557,11.35,1982,160,1.25,1.5
11.096,5.6,557,11.35,1982,160,1.25,1.5
18.352,5,854,10.01,1953,130,1,1.5
18.03,5,984,11.95,1953,130,1,1.5
6.657,8.06,924,12.19,1992,160,0.85,1.5
6.657,8.06,924,12.19,1992,160,0.85,1.5
13.957,6.1,1561,14.28,1994,140,1.46,1.5
22.373,3.8,445,10.52,2012,140,1.52,1.5
22.373,3.8,445,10.52,2012,140,1.52,1.5
6.699,8.4,1247,13.77,1993,120,1.17,1.5
4.606,12.35,3046,15.23,1992,130,1.1,1.5
4.641,12.35,3006,14.8,1992,130,1.1,1.5
11.353,6.85,1379,11.99,1992,120,1.1,1.5
6.699,8.4,1247,13.77,1993,120,1.17,1.5
4.841,17.73,19428.5,20.7,1971,160,1.216,1.5
4.841,17.73,19428.5,20.7,1971,160,1.216,1.5
21.599,4.6,1076,12.71,1919,140,1.04,1.5
125.074,2.7,2618,7.77,1965,150,0.736,1.493
9.606,6.7,884,11.73,1972,160,1.21,1.49
9.606,6.7,884,11.73,1972,160,1.21,1.49
48.543,2.35,533,18.3,2014,200,1.56,1.49
13.505,4.6,323,9.76,1908,140,0.985,1.484
12.869,5,443,10.56,1976,110,1.2,1.48
12.869,5,443,10.56,1976,110,1.2,1.48
9.451,11.85,15061,21.1,2006,160,2.53,1.48
25.535,3.2,210.6,7.6,1975,120,0.94,1.48
32.422,2.8,171,6.53,1925,100,0.64,1.47
32.422,2.8,171,6.53,1925,100,0.64,1.47
17.104,3.85,335,12.86,1916,90,1.307,1.469
3.215,21.1,20573,24.77,1931,80,1.393,1.463
3.357,21.1,18066,19.96,1931,80,1.393,1.463
10.169,6.2,623,10.06,1973,130,1.11,1.46
10.169,6.2,623,10.06,1973,130,1.11,1.46
5.644,8.8,1189,15.36,1993,120,1.455,1.455
4.33,13.6,3991,15.35,2000,160,1.45,1.45
4.146,13.6,3487,14.63,2000,160,1.45,1.45
22.789,4.6,868,9.21,1938,130,1.043,1.447
18.748,4.5,701,12,1967,200,0.881,1.442
18.748,4.5,701,12,1967,200,0.881,1.442
10.616,7.95,2182,11.96,1914,180,1.442,1.442
10.616,7.95,2182,11.96,1914,180,1.442,1.442
44.451,2.5,381,12.18,1921,120,1.21,1.44
10.908,12.6,23457,19.3,1934,120,1.004,1.439
12.43,5.4,690,12.96,1950,140,0.946,1.438
96.054,2,700,11.7,1910,150,0.741,1.438
12.464,5.55,592,9.91,1936,140,0.886,1.434
21.204,3.95,397,8.95,1915,100,1.211,1.433
32.564,3.8,509,5.68,1938,140,0.843,1.431
10.019,8.5,1856,8.74,1938,160,1.58,1.43
10.019,8.5,1856,8.74,1938,160,1.58,1.43
6.076,11.54,3845,14.49,1994,200,1.43,1.43
6.076,11.54,3845,14.49,1994,200,1.43,1.43
46.858,2.4,217,7.35,1927,100,0.79,1.43
46.858,2.4,217,7.35,1927,100,0.79,1.43
2.56,22,12441,19.99,1896,80,1.43,1.43
32.368,3.3,494.5,9.82,1934,120,1.17,1.42
32.368,3.3,494.5,9.82,1934,120,1.17,1.42
30.222,3.8,812,10.52,1946,100,0.802,1.419
2.64,22.53,15942.9,21.91,2006,120,1.099,1.419
19.658,4.2,404,8.29,1909,130,1.103,1.411
18.037,5.4,796,7.1,1936,130,0.95,1.41
18.037,5.4,796,7.1,1938,130,0.95,1.41
10.447,6.4,823,11.09,1974,150,1.12,1.41
10.471,6.4,905,12.14,1974,150,1.12,1.41
6.633,9,1581.8,13.52,1996,200,1.25,1.41
6.633,9,1581.8,13.52,1996,200,1.25,1.41
12.118,10.34,8776,12.9,1939,100,1.02,1.404
12.14,10.34,11450,16.77,1939,100,1.02,1.404
34.634,3.6,672,8.23,1912,160,1.211,1.402
34.634,3.6,672,8.23,1912,160,1.211,1.402
29.337,3.6,406,6.93,1925,160,1.25,1.4
29.337,3.6,406,6.93,1925,160,1.25,1.4
26.526,4.1,772,9.58,1932,200,1.4,1.4
12.458,5,401,10.2,2014,160,1,1.4
29.831,4.1,906,8.89,1932,160,1.4,1.4
27.813,4.1,924,10.43,1932,160,1.4,1.4
6.017,10.4,2697,15.71,2000,160,2.29,1.4
17.728,5.4,1629,15.04,2014,130,1.4,1.4
6.017,10.4,2697,15.71,2001,160,2.29,1.4
22.779,5.4,1629,9.11,2014,130,1.4,1.4
21.374,6.5,3814,11.54,1951,160,1.4,1.4
14.301,8.1,4321,12.11,1963,130,1.17,1.4
11.461,5,357,10.73,1971,140,1,1.4
21.374,6.5,3814,11.54,1951,160,1.4,1.4
11.291,5.5,426,9.01,1972,140,0.99,1.4
11.291,5.5,426,9.01,1972,140,0.99,1.4
21.374,6.5,3814,11.54,1951,160,1.4,1.4
21.374,6.5,3814,11.54,1951,160,1.4,1.4
27.752,3.8,635.9,9.77,1934,120,1.1,1.4
11.461,5,357,10.73,1971,140,1,1.4
21.859,5.3,1340,8.77,1914,140,0.92,1.4
14.301,8.1,4321,12.11,1963,130,1.17,1.4
47.275,3.5,1120,8.24,1930,160,0.887,1.391
39.435,3.5,925,9.78,1930,160,0.887,1.391
7.1,8.2,1333,14.43,1998,130,1.39,1.39
7.068,8.2,1354,14.79,1998,130,1.39,1.39
12.752,7.2,2136,12.06,1923,140,1.28,1.39
12.752,7.2,2136,12.06,1914,140,1.28,1.39
25.788,7,8076,12.48,1965,160,0.995,1.381
3.305,23.2,31536,24.59,1992,160,1.38,1.38
7.095,12.6,16309,31.72,1916,150,1.38,1.38
7.346,12.6,11135,20.2,1916,150,1.38,1.38
7.363,12.6,18238,32.93,1916,150,1.38,1.38
7.345,12.6,18441,33.46,1916,150,1.38,1.38
20.826,7.3,1042.29,2.088,1932,160,1.38,1.38
20.826,7.3,1042.29,2.088,1932,160,1.38,1.38
87.798,2.65,966,6.27,1959,140,1.34,1.38
3.438,21,19741,21.19,2000,160,1.38,1.38
3.438,21,19741,21.19,2000,160,1.38,1.38
46.616,2.5,259.4,7.54,1973,160,1.44,1.38
4.185,15.7,8058,18.68,2001,160,1.38,1.38
4.185,15.7,8058,18.68,2001,160,1.38,1.38
107.679,3.4,7297,11.62,1932,150,0.931,1.375
80.076,3.4,5869,16.9,1932,150,0.931,1.375
4.39,16.88,9511,15,1976,200,1.37,1.37
6.699,9.6,2317,15,1980,200,1.37,1.37
6.699,9.6,2317,15,1980,200,1.37,1.37
6.229,12,5267,16.15,1986,160,2.6,1.37
6.229,12,5267,16.15,1986,160,2.6,1.37
26.062,3.8,450,7.84,1926,160,0.94,1.37
26.062,3.8,450,7.84,1926,160,0.94,1.37
4.109,16.88,10556,19,1976,200,1.37,1.37
4.179,16.88,10055,17.5,1976,140,1.37,1.37
4.317,16.88,8665,14.13,1976,140,1.37,1.37
57.668,3,1083,9.92,1963,160,0.9,1.37
17.744,5.3,1026,10.19,1930,150,1.36,1.36
24.609,7,7991,13.56,1963,160,0.92,1.36
24.609,7,7991,13.56,1963,160,0.92,1.36
24.609,7,7991,13.56,1963,160,0.92,1.36
2.569,22,12494,19.94,1895,80,1.36,1.36
24.609,7,7991,13.56,1963,160,0.92,1.36
30.76,4.2,2285,19.15,1905,200,1.282,1.359
16.708,4.6,423,8.35,1909,130,0.906,1.359
42.996,2.6,265,7.74,1938,130,1.316,1.354
23.195,3.88,296,5.99,1921,140,1.058,1.353
23.195,3.88,296,5.99,1921,140,1.058,1.353
3.335,23.2,31665,24.25,1992,160,1.43,1.35
3.344,18,8532,17.93,1993,110,1.18,1.35
3.517,18,9480,18.01,1993,110,1.18,1.35
20.262,5,1041,10.01,1941,200,0.95,1.35
19.956,5,1041,10.32,1941,200,0.95,1.35
11.574,7.78,2343,11.78,1912,120,1.49,1.35
11.752,7.78,2717,13.25,1912,120,1.53,1.35
3.93,21.85,35094,24.6,2001,250,1.35,1.35
5.872,9,915,9.98,1986,100,1.35,1.35
9.487,8.13,2387,14.98,2014,110,1.238,1.35
9.487,8.13,2387,14.98,2014,110,1.238,1.35
6.759,13.1,8681,15.92,1932,160,1.338,1.347
8.303,13.1,13568,16.49,1932,140,1.338,1.347
8.285,13.1,13568,16.56,1932,140,1.338,1.347
4.672,14.35,6072,16.19,1980,160,1.475,1.346
4.728,14.35,6108,15.9,1980,160,1.714,1.346
16.904,3.8,248,10.27,1992,160,1.37,1.34
16.904,3.8,248,10.27,1992,160,1.37,1.34
31.638,3.4,386,7.12,1927,160,0.817,1.339
31.638,3.4,386,7.12,1927,160,0.817,1.339
30.438,3.6,502,7.96,1934,160,1.335,1.335
27.516,3.6,502,9.74,1934,160,1.335,1.335
5.831,11.5,4061,16.85,1995,200,1.332,1.332
65.861,2.1,213,6.23,1940,150,1.01,1.33
11.264,5.5,519,11.03,1976,140,1.05,1.33
11.264,5.5,519,11.03,1976,140,1.05,1.33
15.106,4.58,398,9.78,1978,130,1.056,1.328
15.106,4.58,398,9.78,1978,130,1.056,1.328
23.77,7.3,9715,14.94,1950,160,0.943,1.327
23.506,7.3,10207,16.05,1950,160,0.943,1.327
7.456,13,7380,11.47,1914,120,1.328,1.323
8.041,12.5,9668,15.11,1945,120,1.323,1.322
8.041,12.5,9668,15.11,1945,120,1.323,1.322
22.033,6.4,4925,14.92,1929,140,1.28,1.32
19.682,6.4,3843,14.59,1929,140,1.28,1.32
29.524,6.2,8503.4,16.29,1963,150,1.316,1.32
29.524,6.2,8503.4,16.29,1963,150,1.316,1.32
8.067,9.35,3056,15.16,1979,160,1.32,1.32
13.119,5.5,868,13.6,1972,130,1.04,1.32
13.119,5.5,868,13.6,1972,130,1.04,1.32
61.978,3.1,1432,9.96,1956,110,1.243,1.316
61.315,3.1,1379,9.8,1956,110,1.243,1.316
5.551,11,2743,15,1980,200,1.31,1.31
5.551,11,2743,15,1980,200,1.31,1.31
3.9,12.6,2077,13.37,1993,200,1.3,1.3
5.886,12.28,5850,18.32,1985,140,1.3,1.3
8.883,9.64,4123,14.93,1979,140,1.17,1.3
8.883,9.64,4123,14.93,1979,140,1.17,1.3
9.05,12.55,22497,27.32,1988,160,1.38,1.3
3.914,12.6,2290,14.63,1993,200,1.3,1.3
6.162,12.07,5023,15.38,1985,120,1.3,1.3
14.199,7.85,4074,13.13,1931,140,1.22,1.3
6.065,12.21,5779,17.44,1985,120,1.3,1.3
14.278,7.85,4427,14.11,1931,140,1.22,1.3
7.965,12.8,11175,16.19,1935,160,0.997,1.298
8.311,12.8,11175,14.87,1935,160,0.997,1.297
28.474,5.5,5304,17.64,1930,140,1.12,1.29
4.957,15.3,10261,18.8,1993,200,1.56,1.29
4.957,15.3,10261,18.8,1993,200,1.56,1.29
3.921,19,17025,20.97,1995,200,1.29,1.29
3.921,19,17025,20.97,1995,200,1.29,1.29
44.774,2.65,355,8.86,1936,130,1.38,1.29
44.965,2.65,295,7.3,1936,130,1.38,1.29
19.435,4,357,9.11,1934,160,0.901,1.283
19.435,4,357,9.11,1934,160,0.901,1.283
13.208,11.4,17710,14.83,1950,160,1.19,1.28
13.208,11.4,17710,14.83,1950,160,1.19,1.28
5.037,14,6728,17.03,1994,160,1.28,1.28
5.285,14,6110,14.05,1994,160,1.28,1.28
19.047,4.6,596,9.053,1914,140,0.861,1.28
4.08,24.2,35450,15.32,1987,150,1.28,1.28
4.08,24.2,35450,15.32,1987,150,1.28,1.28
9.147,11.24,6657,12.3,1975,120,1.28,1.279
9.147,11.24,6657,12.3,1975,120,1.28,1.279
37.588,3,846,18.24,1915,120,1.277,1.277
37.521,3,580,12.55,1915,120,1.277,1.277
19.132,4,289,7.61,1934,140,0.884,1.271
19.132,4,289,7.61,1934,140,0.884,1.271
27.864,3.95,609,7.95,1933,140,0.941,1.27
27.864,3.95,609,7.95,1933,140,0.941,1.27
43.575,2.7,292,7.14,1935,160,1.13,1.27
43.254,2.7,299,7.42,1935,160,1.13,1.27
8.855,7.6,1232,11.62,1978,140,1.79,1.27
24.595,5.7,2003,7.74,1930,130,1.27,1.27
24.595,5.7,2003,7.74,1930,130,1.27,1.27
7.532,8.2,1319,12.69,1980,110,1.27,1.27
7.532,8.2,1319,12.69,1980,110,1.27,1.27
3.291,23,26261,21.38,1988,140,1.27,1.27
3.291,23,26261,21.38,1988,140,1.27,1.27
2.75,22.5,13719,17.46,1976,120,1.17,1.268
2.7,22.5,13719,18.12,1976,120,1.17,1.268
23.455,3.5,177,5.29,1912,150,1.91,1.266
5.327,12.5,4871,17.35,1986,160,1.264,1.264
5.053,12.9,5212,18.19,1986,160,1.264,1.264
27.535,3.95,576,7.7,1932,140,0.933,1.262
27.535,3.95,576,7.7,1932,140,0.933,1.262
22.174,3.57,268,8.28,1978,160,1.261,1.261
22.587,3.57,268,7.98,1978,160,1.261,1.261
8.147,12.7,12800,18.29,1935,80,1.26,1.26
8.147,12.7,12800,18.29,1935,80,1.26,1.26
5.275,14.6,8983,17.53,1992,160,1.385,1.26
4.967,16.4,15747,21.77,2006,160,1.33,1.26
2.326,25.15,20356,23.2,2008,160,1.31,1.25
5.797,12,4770,16.89,1976,200,1.25,1.25
2.428,36,119192.26,29.691,1999,160,1.25,1.25
2.428,36,119192.26,29.691,1999,160,1.25,1.25
62.892,2.5,1950,31.14,1956,200,0.91,1.25
15.289,12.4,56485.4,25.22,1935,80,1.26,1.25
15.289,12.4,56485.4,25.22,1935,80,1.26,1.25
3.837,18.8,14147,18.98,1994,200,1.25,1.25
5.797,12,4770,16.89,1976,200,1.25,1.25
3.837,18.8,14147,18.98,1994,200,1.25,1.25
5.831,12.4,5147,15.8,1971,160,1.25,1.25
27.841,3.7,429.2,7.29,1938,140,0.88,1.25
27.938,3.7,482,8.13,1938,140,0.88,1.25
9.061,9.46,2689,10.09,1902,70,0.81,1.25
9.061,9.46,2689,10.09,1902,70,0.76,1.25
4.891,14,5747,15.43,1985,160,1.123,1.248
4.891,14,5747,15.43,1985,160,1.123,1.248
7.807,12.3,9385,16.6,1913,140,1.248,1.248
7.807,12.3,9385,16.6,1913,140,1.248,1.248
7.807,12.3,9385,16.6,1913,140,1.248,1.248
6.732,12.62,9021,19.36,1976,140,3.276,1.244
6.762,12.62,9021,19.19,1976,140,3.276,1.244
6.302,15.1,12805,15.3,1979,100,1.173,1.241
6.051,15.1,13000,16.85,1988,160,1.173,1.241
6.051,15.1,13000,16.85,1988,160,1.173,1.241
6.303,15.1,19208,22.95,1979,100,1.173,1.241
5.765,11,3221,16.33,1982,160,1.24,1.24
20.312,3.5,202,8.05,1927,100,0.8,1.24
5.857,12.5,3666,10.8,2000,120,1.18,1.24
5.835,10.76,3270,17.68,1982,160,1.24,1.24
38.131,3.36,540,7.19,1936,150,1.118,1.24
38.131,3.36,540,7.19,1936,150,1.118,1.24
6.935,12.75,8190,15.9,1909,120,1.236,1.236
6.884,12.75,10135,19.97,1909,120,1.236,1.236
3.21,22.25,20025,19.56,1988,160,1.345,1.235
3.21,22.25,20025,19.56,1988,160,1.345,1.235
4.795,15.5,12003,22.32,2006,130,1.23,1.23
5.943,11.72,4297,15.91,1995,120,1.32,1.23
6.051,11.72,3785,13.52,1995,120,1.32,1.23
20.898,5.5,1456,8.99,1951,140,1.228,1.228
8.692,7.24,1102,13.1,2007,140,1.228,1.228
3.816,20.3,21536,21.49,1991,130,1.22,1.22
3.698,20.3,21536,22.88,1991,130,1.22,1.22
3.01,18.24,9146,22.5,1994,160,1.29,1.22
4.442,13,3529,15.45,1999,120,1.22,1.22
4.442,13,3529,15.45,1999,120,1.22,1.22
40.534,5.6,5848,8.93,1913,120,0.87,1.22
13.607,10,27981,37.29,1932,130,1.192,1.219
3.228,19.69,12058,19,1989,140,1.217,1.217
6.288,11.09,3396,14.01,1989,160,1.217,1.217
6.288,11.09,3396,14.01,1989,160,1.217,1.217
4.071,18.7,14700,17.9,1973,160,1.121,1.215
4.071,18.7,14700,17.9,1973,160,1.121,1.215
41.75,2.4,180,7.68,1929,120,0.677,1.215
41.75,2.4,180,7.68,1929,120,0.677,1.215
4.34,18.52,17706,19.72,1979,160,1.9,1.214
4.322,18.52,17706,19.88,1979,160,1.9,1.214
7.546,14.1,13574,14.88,1981,160,1.154,1.214
7.546,14.1,13574,14.88,1981,160,1.154,1.214
8.364,14.1,13000,11.6,1967,160,1.154,1.214
8.364,14.1,13000,11.6,1967,160,1.154,1.214
22.46,4.25,607,9.1,1962,200,1.02,1.21
22.46,4.25,607,9.1,1962,200,1.02,1.21
5.85,10.5,2298,13.63,2007,140,1.18,1.21
29.601,4.2,768,6.95,1914,120,0.971,1.21
29.601,4.2,768,6.95,1914,120,0.971,1.21
5.481,12.4,4664,16.2,2006,160,1.21,1.21
4.165,15.16,6221,16.75,1979,140,1.21,1.21
4.165,15.16,6221,16.75,1979,140,1.21,1.21
18.737,5,715,8.04,1906,160,0.95,1.21
26.789,4,551,7.4,1906,160,0.98,1.21
26.789,4,551,7.4,1906,160,0.98,1.21
18.737,5,715,8.04,1906,160,0.95,1.21
15.45,6.1,1543,11.52,2017,120,3.49,1.21
19.233,5.1,1141,11.25,2017,100,3.43,1.21
11.559,5.6,406.3,7.63,1933,140,1.205,1.205
7.935,13.1,10633,14.15,1983,120,1.153,1.205
7.935,13.1,10633,14.15,1983,120,1.153,1.205
7.935,13.1,10633,14.15,1983,120,1.153,1.205
7.935,13.1,10633,14.15,1983,120,1.153,1.205
7.935,13.1,10633,14.15,1983,120,1.153,1.205
7.984,13.1,11884,15.62,1981,160,1.153,1.205
7.984,13.1,11884,15.62,1981,160,1.153,1.205
7.984,13.1,11884,15.62,1981,160,1.153,1.205
7.984,13.1,11884,15.62,1981,160,1.153,1.205
7.951,13.1,11715,15.524,1991,120,1.153,1.205
9.08,13.1,13000,13.21,1982,100,1.153,1.205
11.559,5.6,406.3,7.63,1933,140,1.204,1.204
8.212,13.1,36435,45.27,1999,110,1.153,1.204
4.511,13.4,5666,21.31,1985,160,2.09,1.2
4.511,13.4,5666,21.31,1985,160,2.09,1.2
3.76,20.3,18909,19.43,1985,160,1.925,1.2
3.76,20.3,18909,19.43,1985,160,1.925,1.2
7.646,6.8,538,10.62,1978,160,1.2,1.2
4.278,15.85,7891,16.86,1991,200,1.12,1.2
4.227,18.08,14863,19.21,1980,120,1.19,1.2
35.293,3.28,714,12.22,1967,110,1.27,1.2
39.834,3.28,818,10.99,1967,110,1.27,1.2
17.456,7.2,4135,12.46,1959,160,1.2,1.2
17.456,7.2,4135,12.46,1959,160,1.2,1.2
2.137,30.75,46217,27.93,1996,120,1.18,1.2
2.962,24.6,31884,24.48,2003,250,1.2,1.2
14.754,5.5,733,9.08,1934,160,1.2,1.2
5.212,13,6056,19.26,1999,110,1.2,1.2
3.458,21.33,22732,22.66,1977,120,1.08,1.2
34.697,3.5,626,8.55,1914,140,1.2,1.2
34.64,3.5,721,9.88,1914,140,1.2,1.2
14.785,5.5,818,10.09,1934,160,1.2,1.2
3.458,21.33,22732,22.66,1977,120,1.08,1.2
8.145,7.6,1273,14.19,2002,160,1.2,1.2
2.956,24.6,32640,25.16,2003,250,1.2,1.2
7.685,7.6,1273,15.94,2004,160,1.2,1.2
41.095,2.7,327,8.99,1992,110,1.3,1.2
9.42,10.6,5181,11.41,1970,120,1.18,1.2
9.458,10.6,7218,15.77,1965,120,1.18,1.2
20.216,5,824,7.96,1928,130,0.97,1.2
20.216,5,824,7.96,1928,130,0.97,1.2
11.157,5,414,13.13,1973,130,0.96,1.2
5.849,15.02,12597,17.85,1997,130,1.49,1.2
5.849,15.02,12597,17.85,1997,130,1.49,1.2
11.157,5,414,13.13,1973,130,0.96,1.2
13.241,6,849,9.22,1966,120,0.914,1.199
13.379,6,849,9.03,1966,120,0.914,1.199
32.833,2.8,239,8.9,1934,200,1.195,1.195
33.928,2.8,238,8.3,1934,200,1.195,1.195
33.928,2.8,238,8.3,1934,160,1.195,1.195
32.764,2.8,238,8.9,1934,160,1.195,1.195
13.856,12.7,38619,19.08,1966,160,1.146,1.193
65.097,2.5,159,2.37,1952,160,0.954,1.193
65.097,2.5,159,2.37,1952,160,0.954,1.193
113.871,2.2,975,7.92,1953,120,0.98,1.19
46.846,2.4,198,6.71,1933,160,1.05,1.19
49.675,2.4,216,6.51,1933,160,1.05,1.19
17.013,5.2,880,10.26,1912,160,0.81,1.19
16.916,5.2,792,9.34,1912,160,0.81,1.19
17.727,6.1,1871,10.61,1980,120,1.19,1.19
17.727,6.1,1871,10.61,1980,120,1.19,1.19
3.748,21.95,29663,22.45,1975,130,1.2,1.188
3.748,21.95,29663,22.45,1975,130,1.2,1.188
2.716,25.36,29513,23.86,2004,200,1.187,1.187
2.716,25.36,29513,23.86,2004,200,1.187,1.187
46.726,3,668,9.32,1936,110,1.055,1.187
46.391,3,544,7.7,1936,110,1.055,1.187
17.177,10,17902,14.97,1981,130,1,1.185
17.177,10,17902,14.97,1981,130,1,1.185
9.522,12.1,12241,15.54,1982,160,1.139,1.184
9.522,12.1,12241,15.54,1982,160,1.139,1.184
2.258,25,16948,21,1989,160,1.184,1.184
2.258,25,16948,21,1989,160,1.184,1.184
4.856,16.5,17422,24.59,2002,140,1.153,1.183
3.519,19.85,22580,28.98,1999,140,1.183,1.182
3.497,16.5,8780,23.9,1975,160,1.107,1.181
3.497,16.5,8780,23.9,1975,160,1.107,1.181
2.598,25,23290,21.8,2004,140,1.41,1.18
2.595,25,23290,21.85,2004,140,1.41,1.18
13.142,5,350,8,1981,160,1.18,1.18
5.201,13.51,5570,15.25,1982,150,1.33,1.18
5.201,13.51,5570,15.25,1982,150,1.33,1.18
8.358,7.3,825,10.26,1977,160,1.18,1.18
8.539,7.3,788,9.39,1977,160,1.18,1.18
8.044,9.61,11002,49.19,1903,100,0.83,1.18
